GeneID,Pseudo_bulk_expression
Pyap00811,0.0021330995999999996
Pyap00812,0.0036173484
Pyap00813,8.52622e-05
Pyap00814,0.0105735104
Pyap00815,0.0005451638
Pyap00816,0.00014965899999999998
Pyap00817,0.00048417859999999997
Pyap00818,0.0092571428
Pyap00819,0.0001302156
Pyap00820,0.00013616019999999998
Pyap00821,0.1455000726
Pyap00822,5.1296999999999994e-05
Pyap00823,0.5119157738
Pyap00824,0.0024604679999999995
Pyap00825,2.5240000000000002e-05
Pyap00826,0.0013546148
Pyap00827,2.99636e-05
Pyap00828,0.0
Pyap00829,0.0
Pyap00830,0.379865614
Pyap00831,0.0
Pyap00832,0.0001325578
Pyap00833,0.00022555500000000003
Pyap00834,0.10033916760000001
Pyap00835,0.1673211508
Pyap00836,0.7744065786
Pyap00837,0.00010603120000000002
Pyap00838,0.0
Pyap00839,0.0
Pyap00840,0.0
Pyap00841,0.016312481599999998
Pyap00842,0.1040235008
Pyap00843,0.0729762102
Pyap00844,4.8089999999999995e-05
Pyap00845,0.1144240642
Pyap00846,0.023399170000000004
Pyap00847,0.5250345547999999
Pyap00848,0.018917971199999998
Pyap00849,1.0869324116
Pyap00850,0.0002808328
Pyap00851,1.5270149495999998
Pyap00852,0.011480285600000001
Pyap00853,0.35540594700000006
Pyap00854,1.8649265327999998
Pyap00855,0.4378588842000001
Pyap00856,0.1535727968
Pyap00857,0.0
Pyap00858,0.9085002066
Pyap00859,0.24571197360000002
Pyap00860,0.0027755215999999997
Pyap00861,0.5815820284
Pyap00862,0.0095809298
Pyap00863,0.34164377739999996
Pyap00864,2.3958166989999996
Pyap00865,1.2083352872
Pyap00866,0.0015452895999999998
Pyap00867,0.0080508378
Pyap00868,0.3593732528
Pyap00869,0.00106975
Pyap00870,0.4322497858
Pyap00871,0.04958888699999999
Pyap00872,1.014e-05
Pyap00873,0.0003363926
Pyap00874,0.1222559532
Pyap00875,0.004796684000000001
Pyap00876,0.3623529732
Pyap00877,0.003046611
Pyap00878,0.3303535554
Pyap00879,0.0006182022000000001
Pyap00880,1.7725777682000001
Pyap00881,0.4606700610000001
Pyap00882,0.008217279
Pyap00883,1.2483054606
Pyap00884,0.17064449180000002
Pyap00885,0.032569353599999996
Pyap00886,0.0
Pyap00887,0.0022701915999999997
Pyap00888,0.11414253859999998
Pyap00889,0.000761991
Pyap00890,0.013075719199999999
Pyap00891,0.0
Pyap00892,0.5495723071999999
Pyap00893,0.0014423688
Pyap00894,0.0007778864
Pyap00895,0.0
Pyap00896,0.003731012799999999
Pyap00897,0.0104318534
Pyap00898,4.03692e-05
Pyap00899,1.1367553002
Pyap00900,6.9599999999999994e-06
Pyap00901,0.242206016
Pyap00902,0.16472913720000001
Pyap00903,0.0
Pyap00904,1.5416583257999998
Pyap00905,0.165630654
Pyap00906,0.5581277466000001
Pyap00907,0.0
Pyap00908,1.1712003386
Pyap00909,2.8568826772
Pyap00910,0.9644624323999998
Pyap00911,0.00023383820000000003
Pyap00912,0.4944808736
Pyap00913,4.8755800000000005e-05
Pyap00914,0.26227091839999994
Pyap00915,0.6860894841999999
Pyap00916,0.011427136200000002
Pyap00917,1.5192640596
Pyap00918,0.1109765326
Pyap00919,0.0
Pyap00920,0.0003054662
Pyap00921,0.2503178274
Pyap00922,2.2748372002
Pyap00923,1.0950312666000002
Pyap00924,0.877530513
Pyap00925,0.027299431000000002
Pyap00926,0.28627106680000003
Pyap00927,0.0010290321999999999
Pyap00928,0.5173028602
Pyap00929,6.224940000000001e-05
Pyap00930,9.77814e-05
Pyap00931,0.0
Pyap00932,0.7140923995999999
Pyap00933,1.0361666392
Pyap00934,1.6120725978
Pyap00935,0.2855818936
Pyap00936,0.9766389766
Pyap00937,0.007891968000000001
Pyap00938,0.38761690740000004
Pyap00939,0.062326673799999996
Pyap00940,1.0872450608
Pyap00941,0.8408013249999999
Pyap00942,0.022395855
Pyap00943,0.24087735739999996
Pyap00944,0.0929016374
Pyap00945,0.0001369694
Pyap00946,0.6025778357999999
Pyap00947,2.5304201379999998
Pyap00948,0.0036084038
Pyap00949,0.1120302952
Pyap00950,1.7226114672000001
Pyap00951,0.0051707638
Pyap00952,1.170011707
Pyap00953,0.0002995626
Pyap00954,1.6966222594000002
Pyap00955,0.11180740959999999
Pyap00956,0.3267642532
